SecurityLogID,RestrictedItemFound
SE30952,Aerosol can
SE30952,Knife
SE30968,Lighter
SE30968,Battery pack
SE30971,Aerosol can
SE30971,Knife
SE30972,Lighter
SE30972,Liquid over 100ml
SE30986,Battery pack
SE30986,Sharp object
SE30987,Lighter
SE30987,Sharp object
SE30990,Knife
SE30990,Lighter
SE30992,Battery pack
SE31002,Knife
SE31013,Lighter
SE31013,Sharp object
SE31015,Sharp object
SE31015,Liquid over 100ml
SE31028,Battery pack
SE31028,Aerosol can
SE31028,Knife
SE31035,Sharp object
SE31035,Liquid over 100ml
SE31041,Knife
SE31041,Aerosol can
SE31041,Lighter
SE31042,Sharp object
SE31042,Aerosol can
SE31042,Knife
SE31049,Liquid over 100ml
SE31049,Knife
SE31056,Knife
SE31056,Battery pack
SE31056,Sharp object
SE31063,Battery pack
SE31066,Aerosol can
SE31066,Liquid over 100ml
SE31077,Liquid over 100ml
SE31077,Lighter
SE31077,Battery pack
SE31087,Lighter
SE31087,Knife
SE31087,Liquid over 100ml
SE31089,Sharp object
SE31089,Knife
SE31101,Battery pack
SE31101,Sharp object
SE31125,Aerosol can
SE31125,Knife
SE31127,Aerosol can
SE31127,Battery pack
SE31127,Lighter
SE31133,Aerosol can
SE31133,Liquid over 100ml
SE31133,Battery pack
SE31169,Liquid over 100ml
SE31183,Aerosol can
SE31183,Liquid over 100ml
SE31183,Sharp object
SE31186,Sharp object
SE31186,Aerosol can
SE31199,Lighter
SE31199,Liquid over 100ml
SE31199,Aerosol can
SE31201,Knife
SE31201,Liquid over 100ml
SE31201,Sharp object
SE31202,Lighter
SE31202,Knife
SE31202,Liquid over 100ml
SE31203,Battery pack
SE31218,Battery pack
SE31218,Knife
SE31222,Sharp object
SE31222,Knife
SE31233,Sharp object
SE31272,Aerosol can
SE31272,Sharp object
SE31272,Knife
SE31280,Sharp object
SE31280,Knife
SE31287,Aerosol can
SE31287,Knife
SE31316,Lighter
SE31316,Sharp object
SE31320,Battery pack
SE31320,Liquid over 100ml
SE31320,Knife
SE31321,Lighter
SE31321,Aerosol can
SE31327,Knife
SE31327,Lighter
SE31341,Sharp object
SE31358,Liquid over 100ml
SE31358,Aerosol can
SE31358,Knife
SE31361,Sharp object
SE31361,Aerosol can
SE31406,Aerosol can
SE31406,Battery pack
SE31411,Aerosol can
SE31416,Aerosol can
SE31416,Liquid over 100ml
SE31416,Lighter
SE31427,Liquid over 100ml
SE31427,Lighter
SE31427,Battery pack
SE31443,Lighter
SE31443,Liquid over 100ml
SE31443,Battery pack
SE31449,Knife
SE31449,Battery pack
SE31467,Battery pack
SE31467,Knife
SE31510,Aerosol can
SE31510,Battery pack
SE31538,Lighter
SE31538,Liquid over 100ml
SE31538,Knife
SE31542,Sharp object
SE31543,Liquid over 100ml
SE31543,Battery pack
SE31546,Battery pack
SE31557,Knife
SE31559,Liquid over 100ml
SE31576,Battery pack
SE31576,Liquid over 100ml
SE31580,Knife
SE31597,Knife
SE31597,Battery pack
SE31597,Liquid over 100ml
SE31617,Liquid over 100ml
SE31624,Lighter
SE31645,Aerosol can
SE31645,Lighter
SE31647,Liquid over 100ml
SE31659,Sharp object
SE31659,Battery pack
SE31659,Knife
SE31698,Liquid over 100ml
SE31699,Knife
SE31699,Aerosol can
SE31699,Lighter
SE31700,Lighter
SE31700,Battery pack
SE31715,Battery pack
SE31715,Knife
SE31718,Sharp object
SE31718,Battery pack
SE31722,Sharp object
SE31722,Battery pack
SE31724,Sharp object
SE31734,Battery pack
SE31760,Battery pack
SE31773,Battery pack
SE31773,Aerosol can
SE31787,Battery pack
SE31787,Liquid over 100ml
SE31787,Knife
SE31806,Knife
SE31817,Knife
SE31823,Knife
SE31823,Lighter
SE31823,Sharp object
SE31833,Lighter
SE31852,Liquid over 100ml
SE31852,Sharp object
SE31859,Liquid over 100ml
SE31859,Sharp object
SE31859,Knife
SE31867,Knife
SE31868,Liquid over 100ml
SE31868,Battery pack
SE31869,Battery pack
SE31869,Aerosol can
SE31869,Lighter
SE31873,Aerosol can
SE31873,Knife
SE31873,Lighter
SE31886,Battery pack
SE31886,Liquid over 100ml
SE31897,Battery pack
SE31897,Sharp object
SE31929,Aerosol can
SE31929,Knife
SE31929,Liquid over 100ml
SE31943,Lighter
SE31952,Lighter
SE31955,Liquid over 100ml
SE31955,Battery pack
SE31969,Liquid over 100ml
SE31976,Sharp object
SE31976,Knife
SE31981,Knife
SE31981,Sharp object
SE31981,Aerosol can
SE31983,Knife
SE31983,Aerosol can
SE31988,Aerosol can
SE31988,Sharp object
SE31989,Aerosol can
SE32016,Knife
SE32016,Sharp object
SE32016,Battery pack
SE32052,Battery pack
SE32052,Lighter
SE32062,Sharp object
SE32062,Liquid over 100ml
SE32069,Battery pack
SE32081,Sharp object
SE32081,Knife
SE32084,Battery pack
SE32084,Lighter
SE32099,Lighter
SE32099,Knife
SE32105,Battery pack
SE32105,Sharp object
SE32116,Lighter
SE32116,Sharp object
SE32116,Battery pack
SE32128,Knife
SE32128,Lighter
SE32128,Aerosol can
SE32154,Battery pack
SE32154,Aerosol can
SE32154,Knife
SE32155,Knife
SE32155,Aerosol can
SE32161,Lighter
SE32181,Aerosol can
SE32181,Lighter
SE32198,Battery pack
SE32214,Liquid over 100ml
SE32214,Lighter
SE32214,Aerosol can
SE32259,Liquid over 100ml
SE32260,Battery pack
SE32266,Sharp object
SE32266,Liquid over 100ml
SE32268,Aerosol can
SE32268,Sharp object
SE32270,Battery pack
SE32277,Aerosol can
SE32277,Lighter
SE32277,Battery pack
SE32279,Lighter
SE32286,Sharp object
SE32291,Knife
SE32291,Lighter
SE32320,Battery pack
SE32323,Sharp object
SE32323,Lighter
SE32327,Sharp object
SE32336,Sharp object
SE32340,Aerosol can
SE32340,Knife
SE32340,Battery pack
SE32341,Knife
SE32341,Liquid over 100ml
SE32344,Aerosol can
SE32344,Sharp object
SE32344,Battery pack
SE32352,Aerosol can
SE32352,Battery pack
SE32352,Knife
SE32359,Battery pack
SE32359,Aerosol can
SE32367,Aerosol can
SE32368,Knife
SE32373,Lighter
SE32376,Battery pack
SE32386,Lighter
SE32386,Aerosol can
SE32386,Liquid over 100ml
SE32411,Lighter
SE32411,Battery pack
SE32411,Sharp object
SE32430,Sharp object
SE32430,Battery pack
SE32438,Aerosol can
SE32438,Knife
SE32438,Battery pack
SE32443,Aerosol can
SE32443,Lighter
SE32443,Knife
SE32446,Sharp object
SE32454,Lighter
SE32454,Aerosol can
SE32454,Battery pack
SE32460,Aerosol can
SE32460,Knife
SE32460,Liquid over 100ml
SE32475,Liquid over 100ml
SE32506,Aerosol can
SE32506,Liquid over 100ml
SE32506,Knife
SE32516,Lighter
SE32516,Battery pack
SE32516,Sharp object
SE32531,Battery pack
SE32531,Lighter
SE32531,Sharp object
SE32538,Liquid over 100ml
SE32541,Aerosol can
SE32541,Knife
SE32541,Battery pack
SE32558,Liquid over 100ml
SE32558,Battery pack
SE32569,Knife
SE32569,Sharp object
SE32585,Liquid over 100ml
SE32585,Knife
SE32594,Knife
SE32594,Battery pack
SE32596,Battery pack
SE32608,Lighter
SE32613,Sharp object
SE32613,Battery pack
SE32613,Aerosol can
SE32622,Lighter
SE32632,Sharp object
SE32632,Knife
SE32635,Lighter
SE32640,Lighter
SE32640,Liquid over 100ml
SE32640,Aerosol can
SE32669,Battery pack
SE32669,Lighter
SE32669,Sharp object
SE32676,Knife
SE32676,Sharp object
SE32676,Aerosol can
SE32683,Battery pack
SE32683,Knife
SE32683,Sharp object
SE32705,Sharp object
SE32705,Liquid over 100ml
SE32705,Battery pack
SE32707,Aerosol can
SE32707,Sharp object
SE32736,Aerosol can
SE32736,Liquid over 100ml
SE32737,Battery pack
SE32737,Aerosol can
SE32737,Liquid over 100ml
SE32742,Sharp object
SE32742,Aerosol can
SE32742,Battery pack
SE32757,Liquid over 100ml
SE32757,Sharp object
SE32757,Knife
SE32760,Lighter
SE32760,Sharp object
SE32771,Sharp object
SE32771,Lighter
SE32776,Liquid over 100ml
SE32776,Aerosol can
SE32778,Lighter
SE32778,Knife
SE32779,Sharp object
SE32782,Sharp object
SE32782,Knife
SE32782,Lighter
SE32784,Battery pack
SE32784,Knife
SE32784,Lighter
SE32800,Sharp object
SE32800,Aerosol can
SE32807,Lighter
SE32807,Liquid over 100ml
SE32809,Liquid over 100ml
SE32809,Aerosol can
SE32830,Sharp object
SE32830,Lighter
SE32839,Knife
SE32843,Liquid over 100ml
SE32843,Battery pack
SE32846,Liquid over 100ml
SE32857,Liquid over 100ml
SE32860,Battery pack
SE32860,Sharp object
SE32878,Knife
SE32882,Liquid over 100ml
SE32882,Battery pack
SE32887,Knife
SE32887,Aerosol can
SE32893,Battery pack
SE32893,Aerosol can
SE32896,Lighter
SE32902,Battery pack
SE32919,Liquid over 100ml
SE32919,Knife
SE32919,Sharp object
SE32921,Sharp object
SE32931,Aerosol can
SE32931,Liquid over 100ml
SE32946,Aerosol can
SE32952,Aerosol can
SE32952,Liquid over 100ml
SE32957,Sharp object
SE32966,Sharp object
SE32966,Battery pack
SE32970,Liquid over 100ml
SE32970,Aerosol can
SE32988,Battery pack
SE32988,Knife
SE32994,Liquid over 100ml
SE33015,Knife
SE33015,Lighter
SE33035,Liquid over 100ml
SE33035,Aerosol can
SE33035,Sharp object
SE33050,Knife
SE33065,Knife
SE33065,Sharp object
SE33077,Aerosol can
SE33086,Lighter
SE33086,Sharp object
SE33086,Aerosol can
SE33087,Aerosol can
SE33088,Aerosol can
SE33100,Battery pack
SE33103,Knife
SE33106,Lighter
SE33113,Battery pack
SE33113,Sharp object
SE33113,Lighter
SE33117,Liquid over 100ml
SE33117,Lighter
SE33133,Knife
SE33133,Aerosol can
SE33133,Liquid over 100ml
SE33145,Lighter
SE33145,Knife
SE33145,Sharp object
SE33159,Battery pack
SE33159,Sharp object
SE33164,Aerosol can
SE33164,Lighter
SE33164,Liquid over 100ml
SE33166,Aerosol can
SE33166,Battery pack
SE33191,Battery pack
SE33192,Knife
SE33192,Sharp object
SE33192,Aerosol can
SE33195,Sharp object
SE33215,Battery pack
SE33215,Lighter
SE33221,Liquid over 100ml
SE33221,Battery pack
SE33224,Aerosol can
SE33227,Lighter
SE33227,Aerosol can
SE33227,Battery pack
SE33240,Liquid over 100ml
SE33240,Knife
SE33240,Aerosol can
SE33243,Lighter
SE33243,Battery pack
SE33243,Aerosol can
SE33247,Lighter
SE33248,Aerosol can
SE33276,Lighter
SE33276,Battery pack
SE33276,Liquid over 100ml
SE33295,Lighter
SE33295,Battery pack
SE33295,Knife
SE33308,Knife
SE33325,Liquid over 100ml
SE33325,Sharp object
SE33331,Sharp object
SE33331,Battery pack
SE33331,Knife
SE33368,Knife
SE33368,Liquid over 100ml
SE33368,Aerosol can
SE33377,Aerosol can
SE33377,Knife
SE33377,Battery pack
SE33384,Knife
SE33399,Aerosol can
SE33399,Battery pack
SE33402,Aerosol can
SE33418,Lighter
SE33419,Aerosol can
SE33419,Sharp object
SE33419,Knife
SE33439,Knife
SE33440,Lighter
SE33440,Aerosol can
SE33449,Battery pack
SE33449,Lighter
SE33449,Sharp object
SE33458,Sharp object
SE33458,Aerosol can
SE33458,Lighter
SE33467,Aerosol can
SE33478,Battery pack
SE33479,Lighter
SE33518,Battery pack
SE33518,Knife
SE33526,Liquid over 100ml
SE33526,Knife
SE33526,Lighter
SE33536,Battery pack
SE33536,Sharp object
SE33536,Lighter
SE33551,Aerosol can
SE33566,Liquid over 100ml
SE33566,Battery pack
SE33566,Sharp object
SE33586,Battery pack
SE33597,Sharp object
SE33597,Aerosol can
SE33605,Battery pack
SE33605,Aerosol can
SE33625,Lighter
SE33625,Battery pack
SE33628,Knife
SE33628,Lighter
SE33656,Knife
SE33656,Aerosol can
SE33694,Knife
SE33714,Lighter
SE33718,Knife
SE33732,Aerosol can
SE33732,Liquid over 100ml
SE33736,Lighter
SE33760,Knife
SE33760,Liquid over 100ml
SE33760,Lighter
SE33766,Liquid over 100ml
SE33766,Sharp object
SE33766,Lighter
SE33780,Aerosol can
SE33780,Liquid over 100ml
SE33792,Liquid over 100ml
SE33801,Aerosol can
SE33801,Sharp object
SE33803,Aerosol can
SE33803,Lighter
SE33803,Sharp object
SE33830,Knife
SE33830,Sharp object
SE33830,Aerosol can
SE33841,Lighter
SE33841,Liquid over 100ml
SE33844,Battery pack
SE33856,Sharp object
SE33857,Liquid over 100ml
SE33878,Battery pack
SE33878,Aerosol can
SE33889,Knife
SE33889,Lighter
SE33889,Sharp object
SE33891,Aerosol can
SE33894,Knife
SE33894,Battery pack
SE33894,Aerosol can
SE33895,Liquid over 100ml
SE33896,Knife
SE33896,Liquid over 100ml
SE33896,Sharp object
SE33916,Sharp object
SE33916,Lighter
SE33916,Knife
SE33925,Aerosol can
SE33925,Lighter
SE33925,Liquid over 100ml
SE33932,Lighter
SE33932,Aerosol can
SE33950,Aerosol can
SE33950,Knife
SE33951,Aerosol can
SE33951,Liquid over 100ml
SE33951,Sharp object
SE33965,Sharp object
SE33965,Knife
SE33965,Lighter
SE33970,Sharp object
SE33976,Battery pack
SE33976,Aerosol can
SE33992,Knife
SE33998,Battery pack
SE33998,Liquid over 100ml
SE33998,Lighter
SE33999,Knife
SE33999,Sharp object
SE34004,Lighter
SE34004,Sharp object
SE34004,Knife
SE34010,Sharp object
SE34013,Sharp object
SE34014,Battery pack
SE34014,Liquid over 100ml
SE34031,Knife
SE34031,Battery pack
SE34037,Lighter
SE34037,Liquid over 100ml
SE34037,Aerosol can
SE34039,Aerosol can
SE34039,Battery pack
SE34039,Knife
SE34041,Knife
SE34041,Sharp object
SE34047,Sharp object
SE34048,Sharp object
SE34057,Aerosol can
SE34057,Lighter
SE34061,Knife
SE34061,Liquid over 100ml
SE34061,Lighter
SE34068,Battery pack
SE34068,Lighter
SE34081,Liquid over 100ml
SE34097,Liquid over 100ml
SE34097,Sharp object
SE34097,Lighter
SE34098,Knife
SE34098,Aerosol can
SE34109,Knife
SE34109,Liquid over 100ml
SE34112,Knife
SE34124,Liquid over 100ml
SE34124,Battery pack
SE34145,Aerosol can
SE34145,Knife
SE34148,Sharp object
SE34155,Knife
SE34155,Lighter
SE34155,Aerosol can
SE34160,Aerosol can
SE34160,Sharp object
SE34161,Lighter
SE34194,Battery pack
SE34194,Liquid over 100ml
SE34194,Knife
SE34198,Sharp object
SE34198,Battery pack
SE34205,Battery pack
SE34205,Liquid over 100ml
SE34230,Knife
SE34230,Aerosol can
SE34244,Aerosol can
SE34244,Sharp object
SE34244,Lighter
SE34249,Lighter
SE34249,Liquid over 100ml
SE34249,Knife
SE34252,Liquid over 100ml
SE34252,Knife
SE34258,Sharp object
SE34258,Knife
SE34264,Sharp object
SE34264,Liquid over 100ml
SE34264,Battery pack
SE34273,Liquid over 100ml
SE34306,Sharp object
SE34306,Knife
SE34318,Battery pack
SE34318,Knife
SE34318,Liquid over 100ml
SE34334,Aerosol can
SE34357,Aerosol can
SE34357,Lighter
SE34357,Knife
SE34364,Knife
SE34388,Aerosol can
SE34400,Sharp object
SE34400,Liquid over 100ml
SE34400,Aerosol can
SE34416,Battery pack
SE34416,Liquid over 100ml
SE34417,Sharp object
SE34417,Lighter
SE34444,Aerosol can
SE34444,Lighter
SE34457,Lighter
SE34457,Knife
SE34469,Aerosol can
SE34487,Lighter
SE34489,Knife
SE34489,Aerosol can
SE34492,Knife
SE34502,Aerosol can
SE34502,Battery pack
SE34502,Liquid over 100ml
SE34513,Aerosol can
SE34513,Lighter
SE34521,Liquid over 100ml
SE34521,Knife
SE34521,Aerosol can
SE34530,Knife
SE34549,Knife
SE34549,Battery pack
SE34567,Battery pack
SE34569,Knife
SE34569,Battery pack
SE34569,Lighter
SE34576,Knife
SE34576,Lighter
SE34578,Lighter
SE34578,Sharp object
SE34578,Battery pack
SE34581,Liquid over 100ml
SE34581,Sharp object
SE34585,Battery pack
SE34585,Aerosol can
SE34588,Sharp object
SE34597,Battery pack
SE34597,Liquid over 100ml
SE34603,Battery pack
SE34603,Lighter
SE34613,Liquid over 100ml
SE34625,Liquid over 100ml
SE34625,Battery pack
SE34625,Sharp object
SE34657,Sharp object
SE34657,Aerosol can
SE34660,Aerosol can
SE34660,Liquid over 100ml
SE34660,Knife
SE34682,Liquid over 100ml
SE34698,Battery pack
SE34712,Sharp object
SE34712,Aerosol can
SE34712,Lighter
SE34725,Battery pack
SE34725,Aerosol can
SE34744,Sharp object
SE34744,Battery pack
SE34744,Lighter
SE34764,Aerosol can
SE34771,Lighter
SE34771,Battery pack
SE34773,Sharp object
SE34773,Knife
SE34773,Liquid over 100ml
SE34784,Knife
SE34784,Aerosol can
SE34786,Aerosol can
SE34786,Lighter
SE34786,Liquid over 100ml
SE34789,Aerosol can
SE34789,Knife
SE34789,Lighter
SE34793,Knife
SE34820,Liquid over 100ml
SE34820,Sharp object
SE34822,Battery pack
SE34832,Sharp object
SE34832,Lighter
SE34832,Knife
SE34834,Sharp object
SE34834,Battery pack
SE34834,Knife
SE34848,Battery pack
SE34848,Sharp object
SE34848,Liquid over 100ml
SE34849,Knife
SE34849,Lighter
SE34852,Aerosol can
SE34852,Knife
SE34852,Sharp object
SE34860,Liquid over 100ml
SE34860,Lighter
SE34860,Battery pack
SE34867,Knife
SE34867,Battery pack
SE34873,Knife
SE34873,Battery pack
SE34873,Sharp object
SE34874,Lighter
SE34874,Battery pack
SE34874,Sharp object
SE34880,Liquid over 100ml
SE34880,Lighter
SE34880,Aerosol can
SE34901,Knife
SE34904,Aerosol can
SE34906,Liquid over 100ml
SE34906,Sharp object
SE34906,Battery pack
SE34919,Lighter
SE34919,Battery pack
SE34929,Sharp object
SE34929,Liquid over 100ml
SE34931,Lighter
SE34931,Aerosol can
SE34931,Knife
SE34941,Aerosol can
SE34941,Sharp object
SE34941,Knife
SE34954,Aerosol can
SE34954,Sharp object
SE34960,Sharp object
SE34960,Liquid over 100ml
SE34960,Knife
SE34966,Lighter
SE34966,Knife
SE34966,Sharp object
SE34983,Sharp object
SE34983,Battery pack
SE34992,Knife
SE34992,Battery pack
SE34999,Sharp object
SE35015,Liquid over 100ml
SE35015,Battery pack
SE35017,Aerosol can
SE35017,Sharp object
SE35037,Aerosol can
SE35037,Liquid over 100ml
SE35043,Battery pack
SE35050,Lighter
SE35058,Aerosol can
SE35058,Knife
SE35058,Lighter
SE35065,Lighter
SE35065,Aerosol can
SE35065,Sharp object
SE35074,Battery pack
SE35074,Sharp object
SE35085,Sharp object
SE35085,Aerosol can
SE35085,Lighter
SE35092,Lighter
SE35092,Liquid over 100ml
SE35098,Lighter
SE35098,Battery pack
SE35098,Knife
SE35108,Liquid over 100ml
SE35111,Sharp object
SE35111,Liquid over 100ml
SE35143,Lighter
SE35143,Battery pack
SE35143,Aerosol can
SE35145,Battery pack
SE35198,Sharp object
SE35198,Battery pack
SE35203,Battery pack
SE35203,Liquid over 100ml
SE35209,Battery pack
SE35209,Knife
SE35209,Liquid over 100ml
SE35222,Aerosol can
SE35222,Sharp object
SE35229,Knife
SE35229,Battery pack
SE35236,Liquid over 100ml
SE35239,Liquid over 100ml
SE35239,Lighter
SE35239,Aerosol can
SE35253,Sharp object
SE35253,Battery pack
SE35253,Lighter
SE35267,Sharp object
SE35281,Aerosol can
SE35281,Lighter
SE35281,Battery pack
SE35299,Liquid over 100ml
SE35342,Aerosol can
SE35342,Lighter
SE35357,Battery pack
SE35357,Aerosol can
SE35359,Liquid over 100ml
SE35359,Knife
SE35359,Battery pack
SE35369,Knife
SE35369,Battery pack
SE35369,Lighter
SE35383,Lighter
SE35383,Liquid over 100ml
SE35391,Aerosol can
SE35393,Battery pack
SE35393,Sharp object
SE35398,Liquid over 100ml
SE35398,Aerosol can
SE35398,Sharp object
SE35412,Lighter
SE35412,Battery pack
SE35412,Knife
SE35423,Sharp object
SE35423,Aerosol can
SE35424,Lighter
SE35424,Knife
SE35424,Aerosol can
SE35440,Aerosol can
SE35440,Battery pack
SE35449,Knife
SE35449,Aerosol can
SE35469,Aerosol can
SE35471,Aerosol can
SE35471,Battery pack
SE35477,Lighter
SE35477,Sharp object
SE35477,Knife
SE35482,Knife
SE35482,Aerosol can
SE35482,Sharp object
SE35497,Aerosol can
SE35497,Liquid over 100ml
SE35497,Lighter
SE35501,Lighter
SE35501,Battery pack
SE35501,Liquid over 100ml
SE35518,Sharp object
SE35518,Liquid over 100ml
SE35518,Aerosol can
SE35548,Battery pack
SE35552,Lighter
SE35556,Aerosol can
SE35556,Liquid over 100ml
SE35556,Lighter
SE35599,Battery pack
SE35599,Aerosol can
SE35599,Lighter
SE35605,Sharp object
SE35605,Knife
SE35605,Lighter
SE35610,Sharp object
SE35616,Sharp object
SE35616,Battery pack
SE35616,Knife
SE35619,Lighter
SE35619,Battery pack
SE35638,Battery pack
SE35638,Aerosol can
SE35644,Battery pack
SE35644,Knife
SE35645,Aerosol can
SE35645,Sharp object
SE35652,Knife
SE35655,Liquid over 100ml
SE35655,Lighter
SE35687,Knife
SE35687,Sharp object
SE35687,Aerosol can
SE35706,Battery pack
SE35706,Lighter
SE35720,Liquid over 100ml
SE35720,Aerosol can
SE35720,Battery pack
SE35723,Knife
SE35723,Liquid over 100ml
SE35723,Sharp object
SE35730,Liquid over 100ml
SE35730,Aerosol can
SE35730,Sharp object
SE35736,Knife
SE35750,Knife
SE35751,Sharp object
SE35751,Knife
SE35751,Liquid over 100ml
SE35758,Battery pack
SE35787,Lighter
SE35787,Sharp object
SE35796,Aerosol can
SE35796,Lighter
SE35807,Sharp object
SE35811,Sharp object
SE35811,Knife
SE35811,Battery pack
SE35821,Knife
SE35827,Liquid over 100ml
SE35827,Aerosol can
SE35829,Aerosol can
SE35829,Knife
SE35829,Sharp object
SE35837,Knife
SE35837,Lighter
SE35837,Sharp object
SE35853,Knife
SE35853,Sharp object
SE35861,Aerosol can
SE35865,Aerosol can
SE35865,Battery pack
SE35884,Liquid over 100ml
SE35895,Liquid over 100ml
SE35895,Knife
SE35895,Battery pack
SE35920,Battery pack
SE35957,Liquid over 100ml
SE35969,Battery pack
SE35969,Knife
SE35969,Liquid over 100ml
SE35975,Sharp object
SE35982,Knife
SE35982,Lighter
SE35990,Liquid over 100ml
SE35990,Lighter
SE35990,Battery pack
SE35991,Aerosol can
SE35991,Battery pack
SE36005,Aerosol can
SE36008,Sharp object
SE36008,Liquid over 100ml
SE36008,Knife
SE36020,Battery pack
SE36020,Sharp object
SE36020,Liquid over 100ml
SE36039,Knife
SE36039,Aerosol can
SE36049,Aerosol can
SE36049,Liquid over 100ml
SE36050,Sharp object
SE36069,Sharp object
SE36069,Knife
SE36069,Aerosol can
SE36070,Battery pack
SE36081,Liquid over 100ml
SE36081,Sharp object
SE36081,Aerosol can
SE36091,Battery pack
SE36091,Liquid over 100ml
SE36095,Lighter
SE36095,Sharp object
SE36098,Knife
SE36098,Lighter
SE36098,Battery pack
SE36103,Battery pack
SE36143,Knife
SE36143,Battery pack
SE36143,Aerosol can
SE36145,Liquid over 100ml
SE36145,Lighter
SE36159,Lighter
SE36167,Battery pack
SE36167,Liquid over 100ml
SE36167,Aerosol can
SE36169,Liquid over 100ml
SE36169,Battery pack
SE36179,Lighter
SE36201,Sharp object
SE36201,Aerosol can
SE36201,Lighter
SE36203,Sharp object
SE36203,Battery pack
SE36205,Sharp object
SE36205,Battery pack
SE36205,Lighter
SE36211,Lighter
SE36211,Liquid over 100ml
SE36215,Sharp object
SE36215,Liquid over 100ml
SE36215,Lighter
SE36224,Lighter
SE36224,Aerosol can
SE36233,Battery pack
SE36236,Aerosol can
SE36236,Sharp object
SE36236,Battery pack
SE36254,Battery pack
SE36254,Knife
SE36254,Sharp object
SE36258,Liquid over 100ml
SE36258,Lighter
SE36263,Knife
SE36263,Liquid over 100ml
SE36264,Liquid over 100ml
SE36264,Battery pack
SE36270,Liquid over 100ml
