PassengerID,TravelHistory
PA21290,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA21291,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21292,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA21293,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA21294,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21295,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA21296,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA21297,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21298,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA21299,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA21300,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21301,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA21302,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA21303,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21304,Flew to Paris on 2025-11-21 (Flight FL00338)
PA21305,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21306,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA21307,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA21308,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA21309,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA21310,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA21311,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA21312,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA21313,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21314,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA21315,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA21316,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA21317,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21318,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA21319,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21320,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA21321,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA21322,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA21323,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA21324,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21325,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA21326,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA21327,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA21328,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA21329,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA21330,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA21331,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA21332,Flew to Paris on 2025-11-21 (Flight FL00086)
PA21333,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA21334,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA21335,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA21336,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21337,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA21338,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA21339,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA21340,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA21341,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA21342,Flew to Paris on 2025-11-21 (Flight FL00084)
PA21343,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA21344,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21345,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA21346,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21347,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21348,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA21349,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21350,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA21351,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA21352,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA21353,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21354,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA21355,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA21356,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA21357,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA21358,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21359,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA21360,Flew to London on 2025-11-21 (Flight FL00314)
PA21361,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21362,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA21363,Flew to London on 2025-11-21 (Flight FL00314)
PA21364,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21365,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21366,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21367,Flew to Bangkok on 2025-11-21 (Flight FL00268)
PA21368,Flew to London on 2025-11-21 (Flight FL00021)
PA21369,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA21370,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA21371,Flew to London on 2025-11-20 (Flight FL00131)
PA21372,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21373,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA21374,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA21375,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA21376,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA21377,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21378,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA21379,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21380,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA21381,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA21382,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA21383,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA21384,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA21385,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21386,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA21387,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA21388,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21389,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA21390,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21391,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA21392,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21393,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA21394,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21395,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21396,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21397,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA21398,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21399,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA21400,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA21401,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA21402,Flew to Paris on 2025-11-21 (Flight FL00059)
PA21403,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21404,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA21405,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21406,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA21407,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA21408,Flew to Melbourne on 2025-11-20 (Flight FL00226)
PA21409,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21410,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA21411,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA21412,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA21413,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA21414,Flew to Bangkok on 2025-11-21 (Flight FL00299)
PA21415,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21416,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA21417,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA21418,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA21419,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA21420,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA21421,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA21422,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA21423,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21424,Flew to Paris on 2025-11-21 (Flight FL00289)
PA21425,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21426,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21427,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA21428,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA21429,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA21430,Flew to Hong Kong on 2025-11-20 (Flight FL00050)
PA21431,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA21432,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA21433,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21434,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA21435,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA21436,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA21437,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21438,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21439,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA21440,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21441,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA21442,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA21443,Flew to Bangkok on 2025-11-21 (Flight FL00250)
PA21444,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21445,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA21446,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA21447,Flew to Paris on 2025-11-21 (Flight FL00346)
PA21448,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21449,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21450,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21451,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA21452,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA21453,Flew to Paris on 2025-11-21 (Flight FL00289)
PA21454,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21455,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA21456,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA21457,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA21458,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21459,Flew to Paris on 2025-11-20 (Flight FL00273)
PA21460,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21461,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21462,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA21463,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21464,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA21465,Flew to Paris on 2025-11-21 (Flight FL00236)
PA21466,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA21467,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21468,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA21469,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA21470,Flew to London on 2025-11-21 (Flight FL00135)
PA21471,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA21472,Flew to Paris on 2025-11-20 (Flight FL00273)
PA21473,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA21474,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA21475,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21476,Flew to London on 2025-11-21 (Flight FL00046)
PA21477,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA21478,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA21479,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA21480,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA21481,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA21482,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA21483,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA21484,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA21485,Flew to London on 2025-11-20 (Flight FL00131)
PA21486,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA21487,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA21488,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA21489,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA21490,Flew to Paris on 2025-11-21 (Flight FL00156)
PA21491,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA21492,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA21493,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA21494,Flew to London on 2025-11-21 (Flight FL00141)
PA21495,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA21496,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA21497,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA21498,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA21499,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21500,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA21501,Flew to Paris on 2025-11-21 (Flight FL00227)
PA21502,Flew to London on 2025-11-21 (Flight FL00282)
PA21503,Flew to Bangkok on 2025-11-21 (Flight FL00268)
PA21504,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21505,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA21506,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA21507,Flew to London on 2025-11-21 (Flight FL00135)
PA21508,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA21509,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21510,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA21511,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA21512,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA21513,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21514,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA21515,Flew to Paris on 2025-11-21 (Flight FL00059)
PA21516,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA21517,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA21518,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA21519,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21520,Flew to London on 2025-11-19 (Flight FL00137)
PA21521,Flew to London on 2025-11-21 (Flight FL00282)
PA21522,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21523,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA21524,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA21525,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA21526,Flew to Seoul on 2025-11-20 (Flight FL00195)
PA21527,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA21528,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA21529,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA21530,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA21531,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA21532,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA21533,Flew to Paris on 2025-11-20 (Flight FL00042)
PA21534,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA21535,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA21536,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21537,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA21538,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA21539,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA21540,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA21541,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA21542,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA21543,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA21544,Flew to Phu Quoc on 2025-11-20 (Flight FL00026)
PA21545,Flew to Paris on 2025-11-20 (Flight FL00273)
PA21546,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA21547,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA21548,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA21549,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21550,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA21551,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA21552,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA21553,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA21554,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21555,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA21556,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA21557,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA21558,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA21559,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA21560,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA21561,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA21562,Flew to London on 2025-11-20 (Flight FL00131)
PA21563,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA21564,Flew to Da Nang on 2025-11-21 (Flight FL00133)
PA21565,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA21566,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21567,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA21568,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21569,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21570,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA21571,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA21572,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA21573,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA21574,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA21575,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA21576,Flew to Paris on 2025-11-21 (Flight FL00236)
PA21577,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA21578,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA21579,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA21580,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA21581,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21582,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA21583,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA21584,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA21585,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21586,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA21587,Flew to Bangkok on 2025-11-21 (Flight FL00268)
PA21588,Flew to Melbourne on 2025-11-20 (Flight FL00226)
PA21589,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21590,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA21591,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA21592,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA21593,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA21594,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA21595,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA21596,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA21597,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA21598,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA21599,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21600,Flew to London on 2025-11-20 (Flight FL00045)
PA21601,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA21602,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA21603,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21604,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21605,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA21606,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA21607,Flew to London on 2025-11-20 (Flight FL00187)
PA21608,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA21609,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA21610,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21611,Flew to London on 2025-11-21 (Flight FL00135)
PA21612,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA21613,Flew to London on 2025-11-21 (Flight FL00141)
PA21614,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA21615,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA21616,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA21617,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA21618,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA21619,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA21620,Flew to Paris on 2025-11-21 (Flight FL00346)
PA21621,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA21622,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA21623,Flew to Paris on 2025-11-21 (Flight FL00346)
PA21624,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA21625,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA21626,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA21627,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA21628,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA21629,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA21630,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA21631,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA21632,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21633,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA21634,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA21635,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA21636,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA21637,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA21638,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA21639,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA21640,Flew to Bangkok on 2025-11-20 (Flight FL00052)
PA21641,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA21642,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA21643,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA21644,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA21645,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA21646,Flew to London on 2025-11-20 (Flight FL00045)
PA21647,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA21648,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA21649,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA21650,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA21651,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA21652,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA21653,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA21654,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA21655,Flew to London on 2025-11-20 (Flight FL00131)
PA21656,Flew to Dubai on 2025-11-20 (Flight FL00121)
PA21657,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA21658,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA21659,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA21660,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA21661,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA21662,Flew to London on 2025-11-21 (Flight FL00116)
PA21663,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA21664,Flew to London on 2025-11-21 (Flight FL00021)
PA21665,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA21666,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA21667,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA21668,Flew to Tokyo on 2025-11-21 (Flight FL00155)
PA21669,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA21670,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA21671,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA21672,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA21673,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA21674,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA21675,Flew to London on 2025-11-21 (Flight FL00282)
PA21676,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA21677,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA21678,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA21679,Flew to London on 2025-11-21 (Flight FL00297)
PA21680,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA21681,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA21682,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA21683,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA21684,Flew to Tokyo on 2025-11-19 (Flight FL00201)
